loss,audio,text,kl,beta
1.1422831882601199,1.0390496668608293,1.032335261935773,9.88946120246597,0.0
1.0994262824887815,0.9558984896411067,1.0033397324707196,2.159690667753634,0.02
1.0577579011087832,0.9224938089432924,1.003998619058858,0.8716054221858149,0.04
1.0425933288491291,0.8999955006267714,1.0059593682703765,0.7000316161176433,0.06
1.0384290762569592,0.8874733538731284,1.0048922714979753,0.6308311716369961,0.08
1.0371246933937073,0.8804370436979376,0.9963147445865299,0.5705617841171182,0.1
1.0438066202661265,0.8804911012234895,1.0044134531332098,0.5239514727955279,0.12
1.0440400087315103,0.8799308408861575,0.9992168105166891,0.45848201927931415,0.14
1.043231435444044,0.8772429603597393,1.0025868312172268,0.4108112642298574,0.16
1.0507537204286326,0.8818746416465096,1.0037487952605537,0.38057891376640485,0.18
1.0483106763466545,0.882366832183755,0.9954355281332264,0.33200148266294727,0.2
1.0537203394848367,0.8878491067368052,0.9942308146020641,0.3020370596128961,0.22
1.0574739368065544,0.8922621892846149,1.0031442499679069,0.27040551570446597,0.24
1.0556913044141687,0.8941283213055652,1.0001519050287164,0.23672231805065405,0.26
1.0647701932036358,0.904687885356986,0.9983706875987675,0.215161534431188,0.28
1.0665921517040418,0.9079860720945441,0.998237193926521,0.19594120817339938,0.3
1.0591406148412954,0.905631722315498,1.0005646218424258,0.1670388291063516,0.32
1.0605343269265217,0.9125486197678939,0.9953858269297559,0.14249157419671182,0.34
1.0602217938589014,0.9147616041743237,0.9984758833180303,0.12670168847493504,0.36
1.0585100650787354,0.9156936277513918,1.0010321269864622,0.11240321899885716,0.38
1.0597135087718135,0.9196037429830303,1.0011871806953265,0.09997765881859738,0.4
1.058951585189156,0.9226253201132235,0.9971825493418652,0.08716192404213159,0.42
1.058713902597842,0.9244132948958356,0.9952135422955388,0.07904375352613303,0.44
1.0605742309404456,0.9286403526430544,0.9968389259732288,0.0701086757623631,0.46
1.0596324360888938,0.9304327135500701,1.0007041666818701,0.0606860576764397,0.48
1.0618821926738904,0.934911503739979,1.0026586392651433,0.05340964731800815,0.5
1.0613572856654292,0.9365717665008877,1.0014777364938154,0.04738027804895588,0.52
1.064734521119491,0.9409591166869454,0.9973765507988308,0.04451432909168627,0.54
1.0601104938465615,0.9395391332066577,0.9947025853654613,0.03768053270228531,0.56
1.058349715626758,0.9401430371014968,0.9954436058583467,0.03217641972815213,0.58
1.0597289100937222,0.9402539743029553,0.9990351705447488,0.032619044630099896,0.6
1.0610560722973035,0.9425892907640209,0.9993460204290308,0.029890636022648086,0.62
1.0604800970658013,0.9414218068122864,1.0017594060172206,0.02950369317651443,0.64
1.0612745233204053,0.9439716339111328,0.9963146733201068,0.026774868612056194,0.66
1.0591873086017112,0.9438127097876176,0.9931676711725153,0.023614464104985414,0.68
1.0600549371346184,0.9436588209608326,1.0047486152337946,0.02274465208630199,0.7
1.0610818007717961,0.9445546554482501,1.0008051524991575,0.022842553768145,0.72
1.0613385879475137,0.9451825826064401,1.0006586235502493,0.02174343071554018,0.74
1.061805450397989,0.9455711582432622,1.002033530370049,0.021093332178323813,0.76
1.0598575395086538,0.9456951864387678,0.9962918486284174,0.018632259452715516,0.78
1.0587633200313733,0.9450842414213263,0.9998940682929495,0.01711208741787983,0.8
1.0593337364818738,0.9452056521954744,0.9981669239375902,0.017452904640737434,0.82
1.0589157498401145,0.9446575939655304,0.9998632954514545,0.01699028436458953,0.84
1.0598743195119111,0.9457442915957907,1.001080985950387,0.016304562718647976,0.86
1.06013692461926,0.9461907524129619,0.9986617863178253,0.016000000729590007,0.88
1.0599556954010674,0.9452906847000122,1.0018251421658888,0.016091660474953445,0.9
1.0601132356602212,0.9456507732038912,1.0039832669755686,0.015287102756859816,0.92
1.0596094831176426,0.9455077414927275,0.9981188152147376,0.015201977565479667,0.94
1.0596495452134505,0.9459804568601691,0.995282205550567,0.014730078325120976,0.96
1.0606804878815361,0.9461466838484225,0.9965838206850964,0.015179003275040051,0.98
1.061224191085152,0.9474608328031457,1.0025713715864264,0.013506239077643208,1.0
1.059484655442445,0.9460125241590582,0.9954353791216145,0.013928581181022784,1.0
1.05873144450395,0.9455357375352279,0.9991930010526077,0.01327640180091333,1.0
1.0597562530766362,0.9449584147204524,1.0044538469418236,0.0143524505926863,1.0
1.058056372663249,0.9456620060879252,0.9947964885960454,0.012914725225013883,1.0
1.0578121102374534,0.9448413615641387,0.9957767478797747,0.013393072269694961,1.0
1.0598766803741455,0.9463890518831171,1.0000694588474606,0.013480682948442258,1.0
1.0594053423922996,0.9461020386737325,1.0039672488751619,0.012906583213328344,1.0
1.058762366357057,0.9461867005928702,1.0004851429358772,0.012527153032588894,1.0
1.0583332932513694,0.9455229005087977,1.0034857444141223,0.012461814285336954,1.0
1.0600055767142254,0.9471556129662887,1.004061889389287,0.012443779178125702,1.0
1.0577700008516726,0.9447047619715981,1.0002051462297854,0.013044714861873375,1.0
1.0571924422098242,0.9451209501079891,0.9987435198348501,0.012197133022077058,1.0
1.0581426413162895,0.9454935270807018,0.997522718232611,0.012896826136452348,1.0
1.0578638107880303,0.9456375940986301,0.9973635077476501,0.012489865108838549,1.0
1.0583778516105984,0.9459936217121456,1.0020071345826853,0.012183519763588582,1.0
1.057794371376867,0.9453214588372604,1.0000375599964806,0.012469150368934092,1.0
1.0589367410411006,0.9453605504139609,1.00015088138373,0.013561111566124728,1.0
1.0572593263957812,0.9452522267466006,1.0010459604470625,0.011902504985261223,1.0
1.0574143010637034,0.9452279119387917,0.9977044333582339,0.01241594975632008,1.0
1.058285047178683,0.9466195378614508,0.9997654816378718,0.011688963221588536,1.0
1.0585567458816196,0.9460912852183633,0.9958144711411517,0.012884004036491007,1.0
1.0584632547005364,0.9455563192782195,1.0018447533897732,0.012722451953500833,1.0
1.058348650517671,0.9454006630441417,1.003557465646578,0.012592241729852622,1.0
1.0569648250289585,0.9451581459978352,0.9998425880204076,0.011822433484232297,1.0
1.0567926919978599,0.9454704471256422,0.9945214909055958,0.011870094974849211,1.0
1.0577302082725193,0.9460061101809792,0.9948440673558608,0.012239679476529684,1.0
1.0574402601822563,0.9448984679968461,1.0013352995333464,0.012408266770248503,1.0
1.0578549659770469,0.9461189754631208,0.9999290484449138,0.011743084527552128,1.0
1.0585355318110923,0.9459094742070073,1.0039393435353818,0.01223212353500497,1.0
1.0555224340894949,0.9431987340035646,0.9958426174910172,0.012739423515639552,1.0
1.0558331919753032,0.9441256769325422,0.9986848714558975,0.011839009618953518,1.0
1.0585540092509726,0.9465317000513491,1.0039224417313286,0.011630074257719452,1.0
1.057769257089366,0.94543366458105,0.9999281388262043,0.01234278306061321,1.0
1.0562833703082541,0.9435362478961116,0.9974751070789669,0.012999599004852707,1.0
1.0589023750761282,0.9457308455653812,1.0042128835035407,0.012750231488810285,1.0
1.0563584773436836,0.9440598552641661,0.9971822552059008,0.012580395134611299,1.0
1.056941084239794,0.9448879153832145,1.0004943816558174,0.0120037384989226,1.0
1.057740462862927,0.9456759807856187,0.9997324541859005,0.012091237287361013,1.0
1.0575904820276343,0.9457400492999865,0.9992085500903751,0.011929588615084473,1.0
1.0567369823870452,0.9445422512033711,0.9989411675411722,0.012300611772250546,1.0
1.057487578495689,0.945259717495545,1.0027810685012652,0.011949758247836777,1.0
1.056747327680173,0.9444222761237103,0.998984218939491,0.012426626149807935,1.0
1.0571665349213972,0.9454341634460117,0.9976745856844861,0.011964932807883166,1.0
1.0582749532616658,0.9456379983736121,1.005720836960751,0.012064875371794662,1.0
1.0566145440806514,0.9451067797515703,0.9967167494089707,0.011836080822040853,1.0
1.0568001840425574,0.9449796145376952,0.9966231506803761,0.012158253108677656,1.0
1.0573878132778665,0.9452624295068823,1.000887270854867,0.012036661693380902,1.0
1.0566187500953674,0.9447163602580195,0.996287104876145,0.01227368493868119,1.0
1.0562251028807268,0.9448852396529653,0.9964544047480044,0.011694422006890502,1.0
